ForecastID,ds,Confirmed
228,2020-12-11,22202.674650027133
229,2020-12-11,378111.0081094241
230,2020-12-11,115990.3620972894
231,2020-12-11,688406.7832916294
232,2020-12-11,393431.51413806283
233,2020-12-11,98056.0765453019
234,2020-12-11,493282.0797729299
235,2020-12-11,227175.0973429904
236,2020-12-11,84430.41968619173
237,2020-12-11,422508.50439356227
238,2020-12-11,65566.32442356269
239,2020-12-11,235185.7671652136
240,2020-12-11,98658.5807631612
241,2020-12-11,424910.94451488217
242,2020-12-11,1358940.4819561793
243,2020-12-11,238601.57570668505
244,2020-12-11,2571.744506087683
245,2020-12-11,245334.6478678641
246,2020-12-11,179578.7227688494
247,2020-12-11,57537.94710597049
248,2020-12-11,510466.48271291755
249,2020-12-11,44248.9089644799
250,2020-12-12,274283.7299603964
251,2020-12-12,39434.813394055585
252,2020-12-12,356137.66458489187
253,2020-12-12,179537.81371740656
254,2020-12-12,1320529.5027832442
255,2020-12-12,299347.3969120266
256,2020-12-12,137525.06222566142
257,2020-12-12,36832.496009834584
258,2020-12-12,1077676.4641177705
259,2020-12-12,498889.64022609615
260,2020-12-12,19353.437892036633
261,2020-12-12,119708.14602041006
262,2020-12-12,904153.1405787928
263,2020-12-12,422376.8470472157
264,2020-12-12,296526.4588026734
265,2020-12-12,189889.20344082933
266,2020-12-12,212380.60083710268
267,2020-12-12,265687.0389347123
268,2020-12-12,14117.456335014382
269,2020-12-12,223100.75197332172
270,2020-12-12,246968.0318533444
271,2020-12-12,486172.8287630599
272,2020-12-12,405861.56389664154
273,2020-12-12,167238.00477282688
274,2020-12-12,372672.3340912583
275,2020-12-12,79805.10042719939
276,2020-12-12,161182.7930491367
277,2020-12-12,168825.22816672648
278,2020-12-12,22496.587015962392
279,2020-12-12,382047.80103785015
280,2020-12-12,117877.55275150045
281,2020-12-12,693981.5406220463
282,2020-12-12,397134.23388831096
283,2020-12-12,99473.0527140986
284,2020-12-12,500893.61860662117
285,2020-12-12,230078.80245474898
286,2020-12-12,85514.80330034265
287,2020-12-12,428233.1129021015
288,2020-12-12,66281.7946699922
289,2020-12-12,237062.65608054353
290,2020-12-12,100034.28961166252
291,2020-12-12,429299.8114577232
292,2020-12-12,1369795.8219867395
293,2020-12-12,242697.6533826501
294,2020-12-12,2595.352480268017
295,2020-12-12,247206.4152796586
296,2020-12-12,181800.97216158066
297,2020-12-12,58640.46014678004
298,2020-12-12,517420.3078203799
299,2020-12-12,44413.19996804002
300,2020-12-13,276176.4256475367
301,2020-12-13,40035.72042005647
302,2020-12-13,358916.49942589604
303,2020-12-13,180707.2142871506
304,2020-12-13,1328896.8046490136
305,2020-12-13,304284.0239951489
306,2020-12-13,138935.72112726874
307,2020-12-13,37133.11167079044
308,2020-12-13,1085083.2633259464
309,2020-12-13,500156.69332881883
310,2020-12-13,19438.594457138344
311,2020-12-13,120410.66685418105
312,2020-12-13,916088.5638032544
313,2020-12-13,428719.20577295823
314,2020-12-13,299585.93498370604
315,2020-12-13,192740.79647778987
316,2020-12-13,214051.58827057926
317,2020-12-13,268389.2285861875
318,2020-12-13,14304.852907811008
319,2020-12-13,225137.958247334
320,2020-12-13,249079.23345879844
321,2020-12-13,486484.8032695102
322,2020-12-13,413423.79096143664
323,2020-12-13,167889.9382723179
324,2020-12-13,377142.1456820417
325,2020-12-13,80980.94045606043
326,2020-12-13,163298.99784418274
327,2020-12-13,170594.92124868752
328,2020-12-13,22770.41362042514
329,2020-12-13,385927.25085496384
330,2020-12-13,119635.17484434052
331,2020-12-13,698762.7656098387
332,2020-12-13,400049.5997301873
333,2020-12-13,100767.13869954633
334,2020-12-13,508310.6217729591
335,2020-12-13,232909.4332895747
336,2020-12-13,86569.85845321059
337,2020-12-13,433817.244429005
338,2020-12-13,66993.88914136885
339,2020-12-13,238511.28324852
340,2020-12-13,101323.16349157366
341,2020-12-13,433735.29376384936
342,2020-12-13,1377868.217088748
343,2020-12-13,245825.5630331139
344,2020-12-13,2618.129369982641
345,2020-12-13,248704.41702179148
346,2020-12-13,183372.41784044274
347,2020-12-13,59535.33547640307
348,2020-12-13,523936.42708766134
349,2020-12-13,45130.99440818124
