ForecastID,ds,Deaths
61,2020-12-08,1050.2110523561685
62,2020-12-08,13770.679320502193
63,2020-12-08,6040.7383042678675
64,2020-12-08,2619.4884369040524
65,2020-12-08,1662.759080179148
66,2020-12-08,2043.7872975484522
67,2020-12-08,6494.377994681956
68,2020-12-08,181.95903181325062
69,2020-12-08,4686.3092735585715
70,2020-12-08,10920.621751498189
71,2020-12-08,9993.763925846792
72,2020-12-08,3936.236635896377
73,2020-12-08,3919.291381771921
74,2020-12-08,4029.932056582362
75,2020-12-08,783.7547036458394
76,2020-12-08,1150.3266935347474
77,2020-12-08,2145.907900868941
78,2020-12-08,525.0805963777159
79,2020-12-08,16855.281750905153
80,2020-12-08,1590.5623967021966
81,2020-12-08,34706.0134818106
82,2020-12-08,5510.975501058529
83,2020-12-08,1087.519540454381
84,2020-12-08,6516.944356078679
85,2020-12-08,1854.7842719032064
86,2020-12-08,907.7830596279524
87,2020-12-08,10658.032718946053
88,2020-12-08,1386.9293120600516
89,2020-12-08,4481.0284216577365
90,2020-12-08,1046.3051375927566
91,2020-12-08,4859.541350411967
92,2020-12-08,22895.65041682857
93,2020-12-08,904.4342701373764
94,2020-12-08,64.99968951600052
95,2020-12-08,4120.479117388797
96,2020-12-08,2850.471549679237
97,2020-12-08,746.7435606620212
98,2020-12-08,4182.984677891041
99,2020-12-08,223.58659197624962
100,2020-12-09,3840.3733098275466
101,2020-12-09,118.77282329579006
102,2020-12-09,6788.5059136125765
103,2020-12-09,2656.9075468201613
104,2020-12-09,19424.14743493205
105,2020-12-09,3339.5498188189968
106,2020-12-09,4946.084551722072
107,2020-12-09,790.183259664436
108,2020-12-09,18992.66369557679
109,2020-12-09,9909.058807330788
110,2020-12-09,246.33154821704963
111,2020-12-09,1065.1166101123995
112,2020-12-09,13900.415354690307
113,2020-12-09,6093.33051750705
114,2020-12-09,2648.783330573076
115,2020-12-09,1686.8449229720609
116,2020-12-09,2061.3040782654784
117,2020-12-09,6517.300157003381
118,2020-12-09,182.9571329681757
119,2020-12-09,4702.685176920601
120,2020-12-09,10964.732734949874
121,2020-12-09,10059.945660887177
122,2020-12-09,3983.820269332899
123,2020-12-09,3949.155875350301
124,2020-12-09,4065.661461788892
125,2020-12-09,796.2433439914604
126,2020-12-09,1163.8277398391851
127,2020-12-09,2159.863581205406
128,2020-12-09,527.39420028962
129,2020-12-09,16879.190851818734
130,2020-12-09,1607.1001971670169
131,2020-12-09,34723.92036232761
132,2020-12-09,5558.599379197139
133,2020-12-09,1103.3692087908164
134,2020-12-09,6572.529915129569
135,2020-12-09,1872.2931616716
136,2020-12-09,914.2365381723473
137,2020-12-09,10740.615398775157
138,2020-12-09,1392.3653304701174
139,2020-12-09,4501.5567786645925
140,2020-12-09,1072.6973650992434
141,2020-12-09,4901.959035403801
142,2020-12-09,23054.09864452909
143,2020-12-09,913.1864646154236
144,2020-12-09,65.10517481066448
145,2020-12-09,4138.535293841517
146,2020-12-09,2864.441365345322
147,2020-12-09,754.8291836920027
148,2020-12-09,4258.780910124713
149,2020-12-09,227.38022295395783
150,2020-12-10,3867.621005699468
151,2020-12-10,119.98921252832059
152,2020-12-10,6820.383270721777
153,2020-12-10,2674.0209665670154
154,2020-12-10,19498.342142101377
155,2020-12-10,3375.9197619995075
156,2020-12-10,4956.990044880284
157,2020-12-10,792.3766439973068
158,2020-12-10,19079.507705123167
159,2020-12-10,9952.591641078752
160,2020-12-10,247.32816494864983
161,2020-12-10,1077.3323038705514
162,2020-12-10,14023.946643714686
163,2020-12-10,6146.471396820529
164,2020-12-10,2674.6942669522523
165,2020-12-10,1701.0949781038973
166,2020-12-10,2081.5022506944283
167,2020-12-10,6536.683935470031
168,2020-12-10,183.7504835181188
169,2020-12-10,4718.989331921763
170,2020-12-10,10992.419661915981
171,2020-12-10,10144.689766602165
172,2020-12-10,4029.6611849569786
173,2020-12-10,3964.8439644822247
174,2020-12-10,4074.265886640919
175,2020-12-10,806.5576194684137
176,2020-12-10,1189.159913872904
177,2020-12-10,2172.5744541696135
178,2020-12-10,530.1795241940114
179,2020-12-10,16960.698135958402
180,2020-12-10,1622.7777689691532
181,2020-12-10,34803.288388173925
182,2020-12-10,5595.41063328943
183,2020-12-10,1118.3485736054486
184,2020-12-10,6614.01394720492
185,2020-12-10,1888.6350814625996
186,2020-12-10,920.5635543177576
187,2020-12-10,10814.300552371807
188,2020-12-10,1398.3608328222185
189,2020-12-10,4520.443855012275
190,2020-12-10,1102.21342869346
191,2020-12-10,4948.975640039582
192,2020-12-10,23224.640763447245
193,2020-12-10,921.3489040555684
194,2020-12-10,65.64640278069339
195,2020-12-10,4155.039689960715
196,2020-12-10,2881.2592175318878
197,2020-12-10,761.8262224746621
198,2020-12-10,4353.366635498677
199,2020-12-10,231.5345303027204
200,2020-12-11,3895.1634783738173
201,2020-12-11,121.32206351832643
202,2020-12-11,6846.816993162384
203,2020-12-11,2691.195063116448
204,2020-12-11,19578.41101945954
205,2020-12-11,3411.5791935161733
206,2020-12-11,4968.210279062626
207,2020-12-11,796.5986504097892
208,2020-12-11,19155.76864109092
209,2020-12-11,9999.091076838713
210,2020-12-11,248.48696129514886
211,2020-12-11,1090.1277794961152
212,2020-12-11,14142.037652246352
213,2020-12-11,6196.888603968822
214,2020-12-11,2702.7917380712483
215,2020-12-11,1724.9171722344433
216,2020-12-11,2098.6961938855625
217,2020-12-11,6562.150538350471
218,2020-12-11,184.6981945436661
219,2020-12-11,4731.6941976970365
220,2020-12-11,11022.005600175076
221,2020-12-11,10221.34547603371
222,2020-12-11,4075.389942887769
223,2020-12-11,3980.950290768146
224,2020-12-11,4120.5485329395615
225,2020-12-11,819.0837138091932
226,2020-12-11,1214.1665899182665
227,2020-12-11,2183.816484148907
228,2020-12-11,531.6865016272488
229,2020-12-11,16975.56478745849
230,2020-12-11,1639.4541308700705
231,2020-12-11,34854.04045968984
232,2020-12-11,5634.919646544043
233,2020-12-11,1134.1627087720922
234,2020-12-11,6662.71577040279
235,2020-12-11,1903.7758998321515
236,2020-12-11,926.9952397680728
237,2020-12-11,10885.254595568342
238,2020-12-11,1404.7620905080005
239,2020-12-11,4537.185746696734
240,2020-12-11,1127.6903639619834
241,2020-12-11,4995.461598262173
242,2020-12-11,23364.134153763946
243,2020-12-11,930.8305831587912
244,2020-12-11,65.89052587769771
245,2020-12-11,4170.553905929467
246,2020-12-11,2896.5779787768433
247,2020-12-11,772.2016214244243
248,2020-12-11,4425.2141001537975
249,2020-12-11,234.44681436011712
250,2020-12-12,3915.6140869775786
251,2020-12-12,122.1249208686754
252,2020-12-12,6884.6935304746285
253,2020-12-12,2708.681761473609
254,2020-12-12,19618.389119513144
255,2020-12-12,3441.7348061849407
256,2020-12-12,4973.8723394716135
257,2020-12-12,798.5077994029491
258,2020-12-12,19209.973653173543
259,2020-12-12,10037.35717200202
260,2020-12-12,249.67463407855027
261,2020-12-12,1101.029692711416
262,2020-12-12,14255.695672674561
263,2020-12-12,6241.870540238687
264,2020-12-12,2725.1583029009416
265,2020-12-12,1737.36298120588
266,2020-12-12,2114.0469962207862
267,2020-12-12,6562.870202496812
268,2020-12-12,185.80789333948536
269,2020-12-12,4755.2534915887045
270,2020-12-12,11047.87166865651
271,2020-12-12,10301.212059881736
272,2020-12-12,4116.137328478589
273,2020-12-12,3995.8822731456567
274,2020-12-12,4176.39735744988
275,2020-12-12,832.7690520534187
276,2020-12-12,1221.171333551156
277,2020-12-12,2194.3653165843225
278,2020-12-12,533.0252339799443
279,2020-12-12,16973.553960700323
280,2020-12-12,1655.3210065150852
281,2020-12-12,34864.3970323713
282,2020-12-12,5666.833837757636
283,2020-12-12,1149.8819701595978
284,2020-12-12,6694.777254764156
285,2020-12-12,1918.1696303334168
286,2020-12-12,932.9975202722372
287,2020-12-12,10940.46786697177
288,2020-12-12,1408.273677775234
289,2020-12-12,4555.714998970441
290,2020-12-12,1168.9357375659579
291,2020-12-12,5033.936829388239
292,2020-12-12,23486.688288502897
293,2020-12-12,938.5080640188247
294,2020-12-12,66.22730390717393
295,2020-12-12,4183.947523601541
296,2020-12-12,2901.4120704842444
297,2020-12-12,783.0012337765338
298,2020-12-12,4490.660600609562
299,2020-12-12,237.9697472284276
300,2020-12-13,3927.701904116445
301,2020-12-13,122.4193032526556
302,2020-12-13,6881.328188672602
303,2020-12-13,2725.3339987922595
304,2020-12-13,19589.46701483655
305,2020-12-13,3462.696103502188
306,2020-12-13,4974.313691532438
307,2020-12-13,799.4142639977347
308,2020-12-13,19229.174477160534
309,2020-12-13,10053.136275223076
310,2020-12-13,250.07545212827407
311,2020-12-13,1109.815709177876
312,2020-12-13,14347.872848212159
313,2020-12-13,6279.6876730760905
314,2020-12-13,2746.427731361155
315,2020-12-13,1748.9437792741119
316,2020-12-13,2125.2811282949897
317,2020-12-13,6580.51584068909
318,2020-12-13,186.59745582052932
319,2020-12-13,4767.643300394333
320,2020-12-13,11081.44901255812
321,2020-12-13,10339.638996662974
322,2020-12-13,4159.2420219093265
323,2020-12-13,3998.832803802333
324,2020-12-13,4172.598046310458
325,2020-12-13,842.4928094290946
326,2020-12-13,1224.7128613511302
327,2020-12-13,2197.7154124207423
328,2020-12-13,533.303860118154
329,2020-12-13,16961.608561426867
330,2020-12-13,1670.194263271284
331,2020-12-13,34879.420596801916
332,2020-12-13,5670.81625908307
333,2020-12-13,1163.315572213373
334,2020-12-13,6693.707222808462
335,2020-12-13,1928.2317470498185
336,2020-12-13,936.9744324067873
337,2020-12-13,10969.770458326053
338,2020-12-13,1411.0459513262601
339,2020-12-13,4561.593370542291
340,2020-12-13,1196.7875674829786
341,2020-12-13,5064.012059554283
342,2020-12-13,23567.160772438983
343,2020-12-13,945.2244843182635
344,2020-12-13,66.41733110332235
345,2020-12-13,4189.1100460884745
346,2020-12-13,2904.682071795749
347,2020-12-13,784.6929647574335
348,2020-12-13,4500.443002611979
349,2020-12-13,240.73429903864067
